iso_code	sil_code	wals_code	population	raw_population
lby	LBY	lla	1	1 (1981 Wurm and Hattori).
lbz	LBZ	lrd	2	2 (2000 Evans).
lch	LCH	luc	209400	155,000 in Angola (2001 Johnstone and Mandryk). Population total all countries: 209,400.
lcm	LCM	tnk	12000	12,000 (1990 SIL).
lea	LEA	leg	400000	400,000 (1982 UBS).
led	LED	ldu	760000	750,000 in Democratic Republic of the Congo (1996 SIL). Population total all countries: 760,000.
lee	LEE	lye	130000	130,000 (2001 Johnstone and Mandryk).
lef	LEF	llm	48900	48,900 (2003).
leg	LEG	lng	6705	6,705 (2000 Adelaar). Ethnic population: 8,485 (2000 Adelaar).
lep	LEP	lep	75826	38,000 in India (1997). Population total all countries: 75,826.
les	LES	les	50000	50,000 (1991 SIL).
leu	LEU	kra	5000	5,000 (1998 SIL).
lew	LEW	kli	233500	233,500. Population includes 128,000 Ledo, Doi, Ado, and Edo together, 7,500 Ija and Taa together, 55,000 Rai and Raio together, 43,000 Tara (1979 Barr, Barr, and Salombe). 8,000 to 10,000 are in south.
lex	LEX	wet	18000	18,000 (1995 SIL). 200 monolinguals.
lez	LEZ	lez	451112	257,000 in Russia (1996). Population total all countries: 451,112.
lgg	LUG	lug	1040000	200,000 in Uganda (1983 SIL). Population includes 140,000 in Arua, 60,000 in Maracha and Terego. Population total all countries: 1,040,000.
lgm	LGM	leg	44896	44,896 (2000 WCD).
lgu	LGU	lgu	1894	1,894 (1999 SIL).
lha	LHA	lha	5686	5,686 (1999 census).
lhm	LHM	lho	6000	4,000 in Nepal. Population total all countries: 6,000.
lhu	LAH	lah	577178	411,476 in China (1990 census). 360,000 are monolingual. Population includes 240,000 Na, probably including Kutsung and Laopang. Population total all countries: 577,178. Ethnic population: 417,000.
lif	LIF	lim	361633	333,633 in Nepal (2001 census). Population total all countries: 361,633.
lij	LIJ	itg	1920849	1,915,749 in Italy (2000 WCD). Population total all countries: 1,920,849.
lil	LIL	lil	200	200 (2002 Poser). Ethnic population: 2,800 (1977 SIL).
lin	LIN	lin	2139202	2,037,929 in Democratic Republic of the Congo (2000 WCD). Second-language speakers together with Bangala in Democratic Republic of the Congo: 7,000,000 (1999 WA). Population total all countries: 2,139,202.
lis	LIS	lis	723000	580,000 in China (1999 Mu Yuzhang). 467,869 are monolingual. Population total all countries: 723,000.
lit	LIT	lit	3125281	2,955,200 in Lithuania (1998). Population includes 3,460 Tatar. Population total all countries: 3,125,281.
liv	LIV	liv	15	15 to 20 (1995 V. Zeps).
liy	LIY	lnd	183000	183,000 (1996). Population includes 4,000 Gbende, 2,000 Joto, mainly Linda.
ljp	LJP	lmp	1500000	1,500,000 (1981 Wurm and Hattori).
lkr	LKR	par	28000	28,000 (1987 SIL).
lkt	LKT	lkt	6000	6,000 in the USA (1987 SIL and 1997 Pustet). Ethnic population: 20,000 (1987 SIL and 1997 Pustet). 103,255 ethnic Sioux in USA (1990 Census Bureau).
lld	LLD	ldn	30000	30,000 in Italy (2001 census). Ethnic population: 38,000.
lln	LLN	lel	26000	26,000 (1991 UBS).
llp	LLP	ngu	3000	3,000 (1983 SIL).
llu	LLU	lau	16937	16,937 (1999 SIL).
lmc	LMC	lml	3	3 (1981 Wurm and Hattori).
lme	LME	lam	35720	30,000 in Chad (1999 SIL). Population total all countries: 35,720.
lml	LML	rag	7000	7,000 (1991 UBS).
lmn	LMN	lmn	2867000	2,867,000 (1994). Population includes 1,961,000 Lambadi (1994), plus 769,120 Banjari.
lmw	LMW	mwl	1	1 to 2 (1994 L. Hinton).
lnb	LNB	mhu	No	No estimate available.
lnc	LNC	occ	5000	5000
lnd	LND	lud	38100	25,000 in Indonesia (1987). Population total all countries: 38,100.
lns	NSO	lns	125000	125,000 in Cameroon (1987 SIL).
lob	LOB	lob	441300	285,500 in Burkina Faso (1991 Vanderaa). Population total all countries: 441,300.
log	LOG	lgt	210000	210,000 (1989 SIL). Population includes 100,000 Ogambi.
loj	LOJ	lou	1000	1,000 (1994 SIL).
lok	LOK	lok	115000	115,000 (1989 J. Kaiser TISLL).
lol	MOM	mgo	400000	400,000 (1995).
lom	LOM	lma	141800	141,800 (1991 Vanderaa).
los	LOS	lon	460	460 (1977 Lincoln).
loz	LOZ	loz	570200	473,000 in Zambia (1993 Johnstone). Population total all countries: 570,200.
lrg	LRG	lar	6	6 (1983 Black).
lti	LTI	let	7500	7,500 (1995 SIL).
ltz	LUX	lux	390618	300,000 in Luxembourg, (2002). Population total all countries: 390,618.
lua	LUB	blu	6300000	6,300,000 (1991 UBS).
lua	LUB	cil	6300000	6,300,000 (1991 UBS).
lub	LUH	kil	1505000	1,505,000 (1991 UBS).
lue	LUE	luv	669000	205,000 in Zambia (2001 Johnstone and Mandryk). Population total all countries: 669,000.
lug	LAP	lda	3015980	3,015,980 (1991 census).
lui	LUI	lui	30	30 to 40 (2000 L. Hinton). Ethnic population: 2,000 (2000 A. Yamamoto).
lun	LVN	lbu	400000	222,000 in Zambia (2001 Johnstone and Mandryk). Population total all countries: 400,000.
luo	LUO	luo	3465000	3,185,000 in Kenya (1994 I. Larsen BTL). Population total all countries: 3,465,000.
lus	LSH	miz	542541	529,000 in India (1997). Population total all countries: 542,541.
lut	LUT	lus	60	60 (1990 M. D. Kinkade). Population evenly divided between the northern and southern dialects. Ethnic population: 2,000 (1990 M. D. Kinkade).
luy	LUY	luy	3643461	3,418,083 in Kenya (1989 census). Population includes 135,000 Wanga, 65,000 Marama, 45,000 Tsotso 60,000 Kisa, 105,000 Kabras, 50,000 Saamia, 35,000 West Nyala, 60,000 Khayo, 60,000 Marachi (1980 SIL). Population total all countries: 3,643,461.
lvk	LVK	lav	1783	1,783 (1999 SIL).
lwo	LWO	jlu	80000	80,000 (1983 census).
lww	LWW	lew	750	750 (1986 SIL).
lzz	LZZ	laz	33000	30,000 in Turkey (1980). Population total all countries: 33,000. Ethnic population: 92,000 in Turkey (1980).
mad	MHJ	mdr	13694900	13,694,000 in Indonesia (1995). Population includes 70,000 Bawean. Population total all countries: 13,694,900.
mag	MQM	mgh	13000000	13,000,000 (2002).
mah	MZM	msh	43900	43,900 in Marshall Islands (1979 Bender).
mai	MKP	mai	24797582	22,000,000 in India (1981). Population total all countries: 24,797,582.
mak	MSR	mks	1600000	1,600,000 (1989).
mal	MJS	mym	35757100	35,351,000 in India (1997). Population total all countries: 35,757,100.
maq	MAQ	mzc	2500	2,500 (1990 census). 340 monolinguals.
mar	MRT	mhi	68049787	68,030,000 in India (1997). Population total all countries: 68,049,787.
mas	MET	maa	883000	453,000 in Kenya (1994 I. Larsen BTL). Population total all countries: 883,000.
mau	MAU	mzh	72000	72,000 (1990 census). 27,000 monolinguals.
maw	MAW	mmp	220000	220,000 in Ghana (2004 SIL).
maz	MAZ	maz	350000	350,000 (1993 SIL).
mbb	MBB	mwb	19034	19,034 (2000 WCD).
mbc	MBC	mac	24600	15,000 in Brazil. Population total all countries: 24,600.
mbe	MBE	mll	Extinct	Extinct.
mbj	MBJ	nad	300	300 (1986 SIL).
mbl	MBL	max	728	728 (1994 SIL).
mbn	MBN	mcg	405	405 (1993 census). Most are monolingual. Ethnic population: 542 (1998 Arango and Sánchez).
mbp	MBP	dam	3225	3,225 (1993 Organizacósn Gonawindu Tayrona).
mbq	MBQ	msn	2612	2,612 (2000 census). Population includes 600 in Kosirava dialect.
mbr	MBR	nuk	300	300
mbt	MBT	kuz	30000	30,000 (2002 SIL). 5,000 monolinguals. Ethnic population: 30,000.
mbw	MBW	mav	11000	11,000 (1998 SIL).
mca	MCA	mca	1500	1,500 (2000 Chief Andrés Chemhey). Ethnic population: 1,500 (2000).
mcb	MCB	mch	10149	10,149 (2000 WCD).
mcd	MCD	shh	950	450 in Peru (2000 SIL). 70% monolinguals. Population includes 200 to 300 Mastanahua. Population total all countries: 950.
mcf	MCF	myr	3000	2,000 in Peru (2003 SIL). Population total all countries: 3,000 to 3,500.
mcg	MCG	mpy	3	3 (2000 Muller). Ethnic population: 120.
mch	MCH	cde	5240	4,970 in Venezuela (1975 Gaceta Indigenista). Population total all countries: 5,240.
mcm	MCM	mlc	5000	5,000 in Malaysia (1997 Col. Timothy D'Souza, Eurasian Association). Population total all countries: 5,000 (1997).
mcn	MCN	mas	212093	109,093 in Chad (1993 census). Population total all countries: 212,093.
mco	MCO	mco	5000	5,000 (1993 SIL). Speakers of all Mixe languages: 90,000 (1993 SIL).
mcp	MCP	mkz	80000	80,000 (1987 SIL).
mcr	MCR	mey	20000	20,000 (1998 SIL).
mcu	MYA	mla	30000	30,000 (1993 UBS).
mda	MDA	mdz	100000	100,000 (1993 SIL).
mdd	MDD	mbm	51100	38,600 in Cameroon (1982 SIL). Population total all countries: 51,100.
mde	MDE	mab	250000	250,000 (1999 SIL).
mdf	MDF	mmo	296904	296,904 (2000 WCD).
mdh	MDH	mgn	1000000	1,000,000 (1999 WA). Population includes 766,565 Magindanaon (1990 census), 241,000 Iranun (1981 SIL).
mdi	MDI	mmv	60000	60,000 (1991 SIL).
mdj	MDJ	mbt	620000	620000
mdo	MDO	mdo	177000	164,000 in Central African Republic (1996). Population total all countries: 177,000.
mdq	MDQ	mbl	100000	100,000 (1971 Welmers).
mdr	MHN	mnr	200000	200,000 (1985).
mdt	MDT	mbe	105882	60,369 in Congo (2000 WCD). Population total all countries: 105,882.
mdx	MDX	diz	21075	21,075 (1998 census). 17,583 monolinguals. Ethnic population: 21,894 (1998 census).
mdy	MDY	mle	53779	53,779 (1998 census). 40,660 monolinguals. Ethnic population: 46,458 (1998 census).
mec	MEC	mra	15	15 (1991 M. Sharpe).
mei	MEI	mid	50000	50,000 (1993 R. Werner).
mej	MEJ	mea	14783	14,783 (2000 WCD).
mek	MEK	mke	19000	19,000 (2003 SIL).
mel	MEL	mel	30099	29,899 in Malaysia (2000 WCD). Population total all countries: 30,099.
men	MFY	mde	1479700	1,460,000 in Sierra Leone (1987 UBS). Population total all countries: 1,479,700.
mep	MEP	mir	10	10 to 20 (1990 Schmidt).
meu	MEU	mtu	14000	14,000 (1981 Wurm and Hattori).
mev	MEV	man	256022	185,000 in Liberia (1995). Population total all countries: 256,022.
mey	MEY	ahs	2787625	2,475,000 in Mauritania (2002). Population total all countries: 2,787,625.
mez	MEZ	men	39	39. Ethnic population: 3,500 (1977 SIL).
mfc	MFC	mba	36087	36,087 (2000 WCD).
mfe	MFE	mcr	604000	600,000 in Mauritius (1989). Population total all countries: 604,000.
mfi	MFI	mlg	43500	23,500 in Cameroon (1982 SIL). Population total all countries: 43,500.
mfr	MFR	mrh	25	25 (1983 Black).
mfv	MFV	mjk	285150	170,230 in Guinea-Bissau (2002). Population total all countries: 285,150.
mfy	MAY	myo	40000	40,000 (1995 census). 113 monolinguals (1995 census). Ethnic population: 100,000 (1983).
mgd	MGD	mou	70000	70,000 (1982 SIL). Population includes 1,200 Agi, 2,500 Andri, 5,000 Kadiro, 9,000 Miza, 400 Wa'di.
mgf	MGF	mkl	120	120
mgl	MGL	mlu	5200	5,200 (1983 census). Population includes 1,561 Kilenge.
mgp	MGP	mag	356074	288,383 in Nepal (1994). Population total all countries: 356,074.
mgr	MGR	mmw	359800	262,800 in Zambia (1993 Johnstone). Population total all countries: 359,800.
mgu	MGU	mgi	6000	6,000 (1980 UBS).
mgw	MGW	mtb	72000	72,000 (1978 MARC).
mhd	MHD	mbg	7000	7,000 (1997). Ethnic population: 32,000.
mhe	MHE	mhm	1356	1,356 (2000 D. Bradley). Ethnic population: 1,356 (2000 D. Bradley).
mhi	MHI	mad	148558	130,558 in Uganda (1991 census). Population total all countries: 148,558.
mhj	MLG	mog	200	200. Ethnic population: A few thousand.
mhk	MHK	mgk	50100	50,100 (1982 SIL).
mhq	MHQ	mdn	6	6 (1992 M. Krauss). Ethnic population: 400 (1986 SIL and 1997 M. Mixco).
mhr	MAL	mme	534569	525,480 in Russia (1993 UBS). Population total all countries: 534,569. Ethnic population: 604,000.
mhs	MHS	buu	32980	32,980 in Indonesia (1989 SIL). Population includes 6,622 Wae Sama, 9,600 Masarete, 14,258 Rana, 500 Fogi, and 2,000 in Ambon.
mhu	MHU	dig	8622	8,622 (2001 census).
mhv	MHV	akm	954000	730,000 in Myanmar (2001 Johnstone and Mandryk). Population total all countries: 954,000.
mhx	MHX	mru	103500	100,000 in Myanmar (1997 D. Bradley). Population total all countries: 103,500.
mhy	MHY	myn	150000	150,000 (2003).
mhz	MHZ	mor	700	700 (1987 SIL).
mia	MIA	ill	Extinct	Extinct. Ethnic population: 2,000 (1977 SIL).
mib	MIB	mxa	8300	8,300 (1995 census). 435 monolinguals.
mic	MIC	mic	8510	7,310 in Canada (1998 Statistics Canada). Population total all countries: 8,510. Ethnic population: 14,200 in Canada (1998 SIL). In Canada, 1,500 are in mainland Nova Scotia, 4,000 on Cape Breton Island, Nova Scotia, 800 on Prince Edward Island and Lennox Island, 4,550 on the east coast of New Brunswick, 3,150 on the Gaspe Peninsula, Quebec, 200 in Newfoundland.
mid	MID	mma	500	500 (2001). Ethnic population: 23,000.
mie	MIE	mxo	5000	5,000 to 8,000 (1982 SIL).
mif	MIF	mof	60000	60,000 (1998 SIL).
mig	MIG	mxc	14453	14,453 (1990 census). 226 monolinguals in Chalcatongo, 800 in other dialects. Population includes 4,453 in Chalcatongo.
mig	MIG	mxm	14453	14,453 (1990 census). 226 monolinguals in Chalcatongo, 800 in other dialects. Population includes 4,453 in Chalcatongo.
mig	MIG	mxg	14453	14,453 (1990 census). 226 monolinguals in Chalcatongo, 800 in other dialects. Population includes 4,453 in Chalcatongo.
mih	MIH	mxu	30000	30,000 (1977 SIL).
mik	MIK	mki	496	496 (1990 census). 33 monolinguals. Ethnic population: 1,200 (1977 SIL).
mil	MIL	mxp	13417	13,417 in Mexico (2000 WCD). 2,000 monolinguals (1990 census).
mim	MIM	mxl	22226	22,226 (2000 WCD). 60% monolingual. Over 300,000 speakers in all Mixtecan languages (1995).
min	MPU	min	6500000	6,500,000 (1981 Moussay). Population includes 500,000 in Jakarta.
mio	MIO	mxj	20000	20,000 (1990 census). 2,200 monolinguals.
miq	MIQ	mis	183400	154,400 in Nicaragua (1993 census). Population total all countries: 183,400. Ethnic population: 154,400 (1993).
miy	MIY	mxt	8500	8,500 (1990 census). 3,000 monolinguals.
miz	MIZ	mxz	5000	5,000 (1994 SIL). 500 monolinguals.
mjc	MJC	mjc	13500	13,500 (1990 census). 3,100 monolinguals.
mjd	MAI	knw	3	3 to 6 (1994 L. Hinton). Ethnic population: 200 (1977 SIL).
mjg	MJG	mgg	152000	152,000 (1999 Li Keyu). Very few monolinguals. Ethnic population: 190,000.
mji	MJI	mnu	374500	200,000 in China (1995 Wang and Mao). Population includes 61,000 in Hainan Province (2000 census). Population total all countries: 374,500.
mjk	MJK	mtk	434	434 (2003 SIL). Ethnic population: 434.
mjw	MJW	mik	478000	478,000. Population includes 341,000 Karbi (1997), 137,000 Amri (1997).
mkd	MKJ	mcd	1598247	1,386,000 in Macedonia (1986). Population total all countries: 1,598,247.
mke	MKE	mwc	76000	76,000 (1997).
mkf	MKF	miy	30000	30,000 (1995 CAPRO).
mkj	MNO	mok	1050	1,050 (1979 Bender). Fewer than 500 on Mokil Atoll.
mks	MKS	mxs	18717	18,717 in Mexico (2000 WCD). 1,500 monolinguals (1990 census).
mky	MKY	tab	20000	20,000. Population includes 18,000 or more in East Makian, 2,000 or more in Kayoa (1983 SIL).
mla	MLA	tmm	1500	1,500 (1981 Wurm and Hattori).
mle	MLE	mbu	2105	2,105 (2003 SIL).
mlm	MLM	mul	50000	50,000 to 60,000 (2000 Liang Min). 10,000 monolinguals (including women and preschool children). Ethnic population: 159,328 (1990 census).
mlp	MLP	mug	3750	3,750 (2003 SIL).
mlq	MLQ	maw	495270	382,670 in Senegal (2002). Population total all countries: 495,270.
mls	MSA	msl	240520	173,810 in Sudan (2000 WCD). Population total all countries: 240,520.
mlt	MLS	mlt	371900	300,000 in Malta (1975 Katzner). Population total all countries: 371,900.
mlu	MLU	toq	12572	12,572 (1999 SIL).
mlv	MLV	mwo	1275	1,275 (1983 SIL).
mly	MLI	ktp	17604253	7,181,000 in Malaysia (1986). Population includes 248,757 in Sarawak (1980 census), 2,000,000 in Kelantan and Trengganu, and 1,000,000 in other parts of Malaysia. Population total all countries: 17,604,253.
mly	MLI	mly	17604253	7,181,000 in Malaysia (1986). Population includes 248,757 in Sarawak (1980 census), 2,000,000 in Kelantan and Trengganu, and 1,000,000 in other parts of Malaysia. Population total all countries: 17,604,253.
mly	MLI	myk	17604253	7,181,000 in Malaysia (1986). Population includes 248,757 in Sarawak (1980 census), 2,000,000 in Kelantan and Trengganu, and 1,000,000 in other parts of Malaysia. Population total all countries: 17,604,253.
mma	MMA	nyr	20000	20,000 (1973 SIL).
mmc	QMN	maz	15000	15,000 to 20,000 (1993 SIL).
mme	MME	mae	750	750 (1983 SIL). Population includes North Small Nambas.
mmn	MMN	mmn	5152	5,152 (1990 census).
mms	MMS	mmz	125000	125,000 (1991 SIL).
mmy	MMY	mig	20000	20,000 (2000 W. Chesley). 2,000 monolinguals. Ethnic population: 23,000 (1991 census).
mna	MNA	mmb	2500	2,500 (1991 SIL).
mnb	MYN	mna	227000	227,000 (1989 van den Berg). Population includes 600 in Ambon (1985 SIL). 150,000 Standard Muna, 10,000 Tiworo, 7,000 Siompu, 60,000 Gulamas (1989 van den Berg).
mnc	MJF	mnc	60	60 (1999 Zhao Aping). Ethnic population: 1,821,180 (1990 census).
mnf	MUN	mud	34000	34,000 (1987 SIL).
mng	MNG	mge	30000	30,000 in Viet Nam (2002 SIL).
mni	MNR	mei	1261000	1,240,000 in India (1997). Population total all countries: 1,261,000.
mnk	MNK	mdk	1214345	606,645 in Senegal (2002). Population total all countries: 1,214,345.
mnk	MNK	mkg	1214345	606,645 in Senegal (2002). Population total all countries: 1,214,345.
mnr	MON	mno	37	37 to 41 (1994 L. Hinton). Population includes 10 to 12 North Fork, 15 Auberry, 7 to 8 Big Sandy, 5 to 6 Dunlap, no Waksachi. Ethnic population: 600 (2000 A. Yamamoto).
mns	MNS	mns	3184	3,184 (1990 census). Northern Mansi has 3,000 speakers out of 7,000, Eastern Mansi has 100 speakers out of 1,000 population. Ethnic population: 8,500 including Northern Mansi 7,000, Eastern Mansi 1,000 (1989 census).
mnv	MNV	rnn	3191	3,191 (1999 SIL).
mnw	MNW	mon	850530	742,900 in Myanmar (2004). Population total all countries: 850,530.
mnx	MNX	sgb	12000	12,000 (1987 SIL).
mnz	MNZ	mni	20000	20,000 (1991 SIL).
moc	MOC	mcv	4525	4,525 (2000 WCD).
moe	MOE	mtg	8483	8,483 (1987 Quebec Ministere de la Sante el des Services Sociaux). Population includes 5,866 in Western Montagnais, and 2,617 in Eastern Montagnais. 9,070 first-language speakers of Montagnais and Naskapi (1998 Statistics Canada). Ethnic population: 10,000 (1996 D. Myers SIL).
mof	MOF	mhc	Extinct	Extinct. Ethnic population: 1,400 population (1977 SIL).
mog	MOG	mgd	900000	900,000 (1989).
moh	MOH	moh	3350	350 in Canada (1998 Statistics Canada). Population total all countries: 3,350. Ethnic population: 24,000 in Canada, 30,000 including USA (1999 SIL).
mok	MOK	mri	50	50 (1998 M. Donohue). Ethnic population: 250 (1998 M. Donohue).
mop	MOP	mop	10975	8,375 in Belize (2000 WCD). Population total all countries: 10,975.
mor	MOR	mro	30000	30,000 (1982 SIL).
mos	MHM	moo	5036700	5,000,000 in Burkina Faso. Population includes 15,700 Yana (1991). Population total all countries: 5,036,700.
mot	MOT	mti	1700	850 in Colombia (2000 WCD). Population total all countries: 1,700.
mov	MOV	moj	65	65 to 85 (1994 L. Hinton). Population includes 30 to 35 at Fort Mohave, 35 to 50 at Colorado River. Ethnic population: 767 (2000 A. Yamamoto).
moy	MOY	moc	54894	54,894 (1998 census). 36,449 monolinguals. Ethnic population: 53,897 (1998 census).
moz	MOZ	mko	12000	12,000 (1990 SIL).
mpb	MPB	mlk	9	9 to 11 (1988 SIL).
mpc	MPC	myi	50	50 (1983 Black).
mpe	MPE	maj	15341	15,341 (1998 census). 10,752 monolinguals. Ethnic population: 15,341 (1998 census).
mph	MPH	mau	200	200 (1983 Black).
mpj	MPJ	mnj	720	720 (1991 SIL). Population includes 100 in Wankajunga (1991).
mpj	MPJ	mwa	720	720 (1991 SIL). Population includes 100 in Wankajunga (1991).
mpj	MPJ	ylb	720	720 (1991 SIL). Population includes 100 in Wankajunga (1991).
mpk	MPK	mbr	1000	1,000 (1980 Tourneux).
mpm	MPM	mxy	5000	5,000 (1990 census). 240 monolinguals.
mpq	MPQ	mts	120	120 (1995 SIL).
mps	MPS	dad	10000	10,000 (1988 SIL). 10% monolingual.
mqj	MQJ	mms	100000	100,000 (1991 SIL).
mqm	QMS	mrq	2100	2,100 (1981 Wurm and Hattori).
mqs	MQS	wma	12000	12,000 (1977 Voegelin and Voegelin). Population includes 7,000 on Makian Island, 5,000 on Kayoa Islands.
mqy	MQY	mng	500000	500,000 (1989).
mra	MRA	mlm	324	300 in Thailand (1982 E. R. Long). Population total all countries: 324.
mrc	MRC	mar	181	181 (1990 census). Ethnic population: 400 (1977 SIL).
mrd	MRD	msy	210000	210,000 (1994).
mrf	MRF	els	300	300 (1991 SIL).
mrg	MRG	msg	400000	400,000 (1998). Population includes 10,050 Hill Miri.
mrh	MRH	cmr	42000	22,000 in India (1997). Population total all countries: 42,000.
mri	MBF	mao	50000	50,000 to 70,000 (1991 Fishman, p. 231). 100,000 who understand it, but do not speak it (1995 Maori Language Commission). Ethnic population: 530,000 (2002 Honolulu Advertiser).
mrj	MRJ	mah	66000	66,000 (1993 UBS).
mrn	MRN	ckh	10840	10,840 (1999 SIL). 1,500 monolinguals.
mrq	MRQ	mrq	3400	3,400 (1981 Wurm and Hattori).
mrt	MAR	mrg	135000	135,000 in Marghi Central, Marghi South, and Putai languages (1999).
mrw	MRW	mrn	776169	776,169 (1990 census).
mrz	MRZ	mrd	7000	7,000 (1987 SIL).
msj	MSJ	ma	4700	4,700 (1977 Voegelin and Voegelin).
mso	MSO	mom	250	250 (1993 Doriot).
msu	MSU	msm	200	200 (2000 Wurm).
msy	MSY	mkr	8000	8,000 (1990 UBS).
mte	MTE	moa	3337	3,337 (1999 SIL). Population includes 657 Mono, 2,266 Alu, 14 Fauro.
mtf	MTF	mrk	1000	1,000 (2000 Wurm).
mtg	MTG	una	4000	4,000 (1991 SIL).
mtk	MTK	mbz	1488	1,488 (2000 WCD).
mto	MTO	mtp	5200	5,200 (1990 census). 870 monolinguals.
mtq	MTQ	muo	1137515	1,137,515 (1999 census).
mua	MUA	mdg	205580	160,880 in Chad (1993 census). Population total all countries: 205,580.
mug	MUG	mgu	85908	61,500 in Cameroon (1982 SIL). Population total all countries: 85,908.
muh	MUH	mdu	25800	23,000 in Sudan. Population total all countries: 25,800.
mur	MUR	mrl	60200	60,000 in Sudan (1982 SIL). Population total all countries: 60,200.
mus	CRK	crk	4300	4,300 (1997 Pye). 43 monolinguals. Ethnic population: 52,000 (1997 Pye).
mus	CRK	smn	4300	4,300 (1997 Pye). 43 monolinguals. Ethnic population: 52,000 (1997 Pye).
muw	MUW	bhu	2074700	2,069,000 in India (1997). Population includes 1,022,000 Mundari, 519,000 Munda, 528,000 Bhumij. Population total all countries: 2,074,700.
muw	MUW	mun	2074700	2,069,000 in India (1997). Population includes 1,022,000 Mundari, 519,000 Munda, 528,000 Bhumij. Population total all countries: 2,074,700.
muz	MUZ	mur	3278	3,278 (1998 census). 3,155 monolinguals. Ethnic population: 3,258 (1998 census).
mva	MVA	mnm	7949	7,949 (2003 SIL).
mvb	MVB	mtl	Extinct	Extinct.
mvc	MVC	mam	100000	100,000 (1992 SIL).
mvf	MVF	ord	3381000	3,381,000 in China (1982). 2,500,000 are monolingual. Population includes 4,806,849 Buriat and Tuvin (1990 census). 299,000 Chakhar, 317,000 Bairin, 1,347,000 Khorain, 593,00 Karachin, 123,000 Ordos, 34,000 Ejine (1982 census).
mvn	MVN	mnv	2000	2,000 (2002 SIL). 600 monolinguals.
mwd	MWD	mdb	50	50 (1983 Black).
mwe	MWE	mwe	469000	469,000 (2001 Johnstone and Mandryk).
mwf	MWF	mpa	900	900 (1990 Schmidt).
mwp	MWP	kly	3000	3,000 to 4,000 (1990 Schmidt).
mwv	MWV	mnt	50000	50,000 (1992 UBS).
mww	MWW	hmd	514895	232,700 in China (2004). All Hmong in China: 7,000,000 (1999 Li Yunbing). Population total all countries: 514,895.
mxj	MXJ	mij	6500	6,500 (2001).
mxk	MXK	mbo	412	412 (2003 SIL).
mxp	MXP	mth	5000	5,000 (1991 SIL).
mxt	MXT	mja	10000	10,000 (1983 SIL).
mxu	MXU	mda	17000	17,000 (1982 SIL).
mxx	MXX	mka	169100	169,100 (1993 SIL).
mya	BMS	brm	32301581	32,000,000 in Myanmar (2000 D. Bradley). Population total all countries: 32,301,581.
myb	MYB	mby	88300	80,000 in Chad (1990 Keegan). Population total all countries: 88,300.
mye	MYE	mpo	46743	46,743 (2000 WCD). Population includes 1,000 to 2,000 Dyumba, 1,000 to 5,000 Enenga, 2,000 to 11,000 Galwa, 1,000 to 4,000 Mpongwe, 10,000 Orungu, 20,000 Nkomi.
myh	MYH	mak	Extinct	Extinct.
mym	MYM	mee	56585	56,585 (1998 census). 51,446 monolinguals including 4,553 Bodi. Population includes 4,570 Bodi. Ethnic population: 57,501 (1998 census) including 4,686 Bodi.
myp	MYP	prh	150	150 (1986 SIL). Ethnic population: 1,500 (1995 SIL). The Pirahã are small, the Múra larger.
myu	MYU	muu	7000	7,000 (2000 SIL). Ethnic population: 7,000.
myv	MYV	moe	517575	440,000 in Russia. Population total all countries: 517,575.
myw	MYW	muy	6000	6,000 (1998). 3,000 monolinguals. Population includes 1,000 to 1,200 Iwa.
myy	MYY	mcn	550	450 in Colombia (1991 SIL). Population total all countries: 550.
mzb	MZB	bmz	70000	70,000 (1995).
mzh	MZH	wch	15000	15,000 (1999).
mzk	MZK	mla	99000	99,000 (1993).
mzm	MUL	mum	400000	400,000 (1993 SIL).
mzn	MZN	mzn	3265000	3,265,000 (1993).
mzp	MZP	mov	1452	1,452 (2000 W. Adelaar). Ethnic population: 6,528 (2000 W. Adelaar).
nab	NAB	nmb	1150	1,150 (2000 SIL). 950 monolinguals.
naf	NAF	nab	16000	16,000 (1994 SIL).
nag	NAG	npn	30000	30,000 (1989 J. Holm).
nak	NAK	nak	13000	13,000 (1981 Wurm and Hattori).
nal	NAL	nal	5138	5,138 (1990 census).
nam	NAM	ngg	275	275 (1988 SIL). Population includes 40 Ngengiwumerri (1983 Black).
nam	NAM	ngk	275	275 (1988 SIL). Population includes 40 Ngengiwumerri (1983 Black).
nan	CFR	chz	46227965	25,725,000 in mainland China (1984). 2.5% of the population, including 1,000,000 Xiamen dialect (1988 census), 6,000,000 Quanzhou dialect (Quanzhoushi Fangyan Zhi). Population total all countries: 46,227,965.
nan	CFR	hok	46227965	25,725,000 in mainland China (1984). 2.5% of the population, including 1,000,000 Xiamen dialect (1988 census), 6,000,000 Quanzhou dialect (Quanzhoushi Fangyan Zhi). Population total all countries: 46,227,965.
nan	CFR	taq	46227965	25,725,000 in mainland China (1984). 2.5% of the population, including 1,000,000 Xiamen dialect (1988 census), 6,000,000 Quanzhou dialect (Quanzhoushi Fangyan Zhi). Population total all countries: 46,227,965.
nan	CFR	xia	46227965	25,725,000 in mainland China (1984). 2.5% of the population, including 1,000,000 Xiamen dialect (1988 census), 6,000,000 Quanzhou dialect (Quanzhoushi Fangyan Zhi). Population total all countries: 46,227,965.
nap	NPL	itn	7047399	7,047,399 (1976).
